,addr,score
70,0x001100000000100000000010000000000000b1e9,0.0
71,0x001000000000000000010100000000001000fc61,0.006578822698086577
72,0x00110000000010000000001000000000000001e9,0.0
73,0x0010000000000000000101000000000010000c61,0.0
74,0x00110000000010000000001000000000000000e9,0.0
75,0x0010000000000000000101000000000010000061,0.0
76,0x0011000000001000000000100000000000000009,0.0
77,0x0010000000000000000101000000000010000001,0.0
78,0x0011000000001000000000100000000000000000,0.0
79,0x0010000000000000000101000000000010000000,0.0
80,0x0e9f4f7c613322a6ae62d239815abbb8f821816a,0.0032894113490432885
81,0x0e9f4f7c613322a6ae62d239815abbb8f821816a,0.0032894113490432885
82,0x009f4f7c613322a6ae62d239815abbb8f821816a,0.07960799050480008
83,0x009f4f7c613322a6ae62d239815abbb8f821816a,0.07960799050480008
84,0x000f4f7c613322a6ae62d239815abbb8f821816a,0.021710560783470178
85,0x000f4f7c613322a6ae62d239815abbb8f821816a,0.021710560783470178
86,0x00004f7c613322a6ae62d239815abbb8f821816a,0.0
87,0x00004f7c613322a6ae62d239815abbb8f821816a,0.0
88,0x00000f7c613322a6ae62d239815abbb8f821816a,0.013157645396173154
89,0x00000f7c613322a6ae62d239815abbb8f821816a,0.013157645396173154
90,0x0000007c613322a6ae62d239815abbb8f821816a,0.0
91,0x0000007c613322a6ae62d239815abbb8f821816a,0.0
92,0x0000000c613322a6ae62d239815abbb8f821816a,0.01776349010451047
93,0x0000000c613322a6ae62d239815abbb8f821816a,0.01776349010451047
94,0x00000000613322a6ae62d239815abbb8f821816a,0.013158760095634338
95,0x00000000613322a6ae62d239815abbb8f821816a,0.013158760095634338
96,0x00000000013322a6ae62d239815abbb8f821816a,0.0
97,0x00000000013322a6ae62d239815abbb8f821816a,0.0
98,0x00000000003322a6ae62d239815abbb8f821816a,0.02434342750205823
99,0x00000000003322a6ae62d239815abbb8f821816a,0.02434342750205823
100,0x00000000000322a6ae62d239815abbb8f821816a,0.0
101,0x00000000000322a6ae62d239815abbb8f821816a,0.0
102,0x00000000000022a6ae62d239815abbb8f821816a,0.0026317520191268674
103,0x00000000000022a6ae62d239815abbb8f821816a,0.0026317520191268674
104,0x00000000000002a6ae62d239815abbb8f821816a,0.026315290792346308
105,0x00000000000002a6ae62d239815abbb8f821816a,0.026315290792346308
106,0x00000000000002a6ae62d239815abbb8f821816a,0.026315290792346308
107,0x00000000000002a6ae62d239815abbb8f821816a,0.026315290792346308
108,0x00000000000000a6ae62d239815abbb8f821816a,0.026315290792346308
109,0x00000000000000a6ae62d239815abbb8f821816a,0.026315290792346308
110,0x00000000000000a6ae62d239815abbb8f821816a,0.026315290792346308
111,0x00000000000000a6ae62d239815abbb8f821816a,0.026315290792346308
112,0x0000000000000006ae62d239815abbb8f821816a,0.04802808097473886
113,0x0000000000000006ae62d239815abbb8f821816a,0.04802808097473886
114,0x0000000000000000ae62d239815abbb8f821816a,0.01842114943442689
115,0x0000000000000000ae62d239815abbb8f821816a,0.01842114943442689
116,0x00000000000000000e62d239815abbb8f821816a,0.032894113490432884
117,0x00000000000000000e62d239815abbb8f821816a,0.032894113490432884
118,0x00000000000000000062d239815abbb8f821816a,0.016447056745216442
119,0x00000000000000000062d239815abbb8f821816a,0.016447056745216442
120,0x00000000000000000002d239815abbb8f821816a,0.046053988285528404
121,0x00000000000000000002d239815abbb8f821816a,0.046053988285528404
122,0x00000000000000000002d239815abbb8f821816a,0.046053988285528404
123,0x00000000000000000002d239815abbb8f821816a,0.046053988285528404
124,0x00000000000000000000d239815abbb8f821816a,0.01842226413388807
125,0x00000000000000000000d239815abbb8f821816a,0.01842226413388807
126,0x000000000000000000000239815abbb8f821816a,0.015790512114761204
127,0x000000000000000000000239815abbb8f821816a,0.015790512114761204
128,0x000000000000000000000039815abbb8f821816a,0.0
129,0x000000000000000000000039815abbb8f821816a,0.0
130,0x000000000000000000000009815abbb8f821816a,0.032894113490432884
131,0x000000000000000000000009815abbb8f821816a,0.032894113490432884
132,0x000000000000000000000000815abbb8f821816a,0.01907880876434331
133,0x000000000000000000000000815abbb8f821816a,0.01907880876434331
134,0x000000000000000000000000015abbb8f821816a,0.0
135,0x000000000000000000000000015abbb8f821816a,0.0
136,0x000000000000000000000000005abbb8f821816a,0.0
137,0x000000000000000000000000005abbb8f821816a,0.0
138,0x000000000000000000000000000abbb8f821816a,0.03223645416051646
139,0x000000000000000000000000000abbb8f821816a,0.03223645416051646
140,0x0000000000000000000000000000bbb8f821816a,0.02302587944330302
141,0x0000000000000000000000000000bbb8f821816a,0.02302587944330302
142,0x00000000000000000000000000000bb8f821816a,0.0
143,0x00000000000000000000000000000bb8f821816a,0.0
144,0x000000000000000000000000000000b8f821816a,0.0
145,0x000000000000000000000000000000b8f821816a,0.0
146,0x00000000000000000000000000000008f821816a,0.029604702141389595
147,0x00000000000000000000000000000008f821816a,0.029604702141389595
148,0x00000000000000000000000000000000f821816a,0.0032894113490432885
149,0x00000000000000000000000000000000f821816a,0.0032894113490432885
150,0x000000000000000000000000000000000821816a,0.03223756885997765
151,0x000000000000000000000000000000000821816a,0.03223756885997765
152,0x000000000000000000000000000000000021816a,0.026315290792346308
153,0x000000000000000000000000000000000021816a,0.026315290792346308
154,0x000000000000000000000000000000000021816a,0.026315290792346308
155,0x000000000000000000000000000000000021816a,0.026315290792346308
156,0x000000000000000000000000000000000001816a,0.0
157,0x000000000000000000000000000000000001816a,0.0
158,0x000000000000000000000000000000000000816a,0.03815761752868662
159,0x000000000000000000000000000000000000816a,0.03815761752868662
160,0x000000000000000000000000000000000000816a,0.03815761752868662
161,0x000000000000000000000000000000000000816a,0.03815761752868662
162,0x000000000000000000000000000000000000016a,0.02302587944330302
163,0x000000000000000000000000000000000000016a,0.02302587944330302
164,0x000000000000000000000000000000000000006a,0.0
165,0x000000000000000000000000000000000000006a,0.0
166,0x000000000000000000000000000000000000000a,0.016447056745216442
167,0x000000000000000000000000000000000000000a,0.016447056745216442
168,0x0000000000000000000000000000000000000000,0.019736468094259736
169,0x0000000000000000000000000000000000000000,0.019736468094259736
