,addr,score
73,0x0010000000000000000101000000000010000c61,0.0
74,0x00110000000010000000001000000000000000e9,0.0
75,0x0010000000000000000101000000000010000061,0.0
76,0x0011000000001000000000100000000000000009,0.0
77,0x0010000000000000000101000000000010000001,0.0
78,0x0011000000001000000000100000000000000000,0.0
79,0x0010000000000000000101000000000010000000,0.0
80,0x0e9f4f7c613322a6ae62d239815abbb8f821816a,0.1
81,0x0e9f4f7c613322a6ae62d239815abbb8f821816a,0.1
82,0x009f4f7c613322a6ae62d239815abbb8f821816a,0.9
83,0x009f4f7c613322a6ae62d239815abbb8f821816a,0.9
84,0x000f4f7c613322a6ae62d239815abbb8f821816a,0.5
85,0x000f4f7c613322a6ae62d239815abbb8f821816a,0.5
86,0x00004f7c613322a6ae62d239815abbb8f821816a,0.0
87,0x00004f7c613322a6ae62d239815abbb8f821816a,0.0
88,0x00000f7c613322a6ae62d239815abbb8f821816a,0.4
89,0x00000f7c613322a6ae62d239815abbb8f821816a,0.4
90,0x0000007c613322a6ae62d239815abbb8f821816a,0.0
91,0x0000007c613322a6ae62d239815abbb8f821816a,0.0
92,0x0000000c613322a6ae62d239815abbb8f821816a,0.30000000000000004
93,0x0000000c613322a6ae62d239815abbb8f821816a,0.30000000000000004
94,0x00000000613322a6ae62d239815abbb8f821816a,0.0
95,0x00000000613322a6ae62d239815abbb8f821816a,0.0
96,0x00000000013322a6ae62d239815abbb8f821816a,0.0
97,0x00000000013322a6ae62d239815abbb8f821816a,0.0
98,0x00000000003322a6ae62d239815abbb8f821816a,0.1
99,0x00000000003322a6ae62d239815abbb8f821816a,0.1
100,0x00000000000322a6ae62d239815abbb8f821816a,0.0
101,0x00000000000322a6ae62d239815abbb8f821816a,0.0
102,0x00000000000022a6ae62d239815abbb8f821816a,0.0
103,0x00000000000022a6ae62d239815abbb8f821816a,0.0
104,0x00000000000002a6ae62d239815abbb8f821816a,1.0
105,0x00000000000002a6ae62d239815abbb8f821816a,0.8
106,0x00000000000002a6ae62d239815abbb8f821816a,1.0
107,0x00000000000002a6ae62d239815abbb8f821816a,0.8
108,0x00000000000000a6ae62d239815abbb8f821816a,0.5
109,0x00000000000000a6ae62d239815abbb8f821816a,0.8
110,0x00000000000000a6ae62d239815abbb8f821816a,0.5
111,0x00000000000000a6ae62d239815abbb8f821816a,0.8
112,0x0000000000000006ae62d239815abbb8f821816a,0.5
113,0x0000000000000006ae62d239815abbb8f821816a,0.5
114,0x0000000000000000ae62d239815abbb8f821816a,0.4
115,0x0000000000000000ae62d239815abbb8f821816a,0.4
116,0x00000000000000000e62d239815abbb8f821816a,1.0
117,0x00000000000000000e62d239815abbb8f821816a,1.0
118,0x00000000000000000062d239815abbb8f821816a,0.5
119,0x00000000000000000062d239815abbb8f821816a,0.5
120,0x00000000000000000002d239815abbb8f821816a,0.5
121,0x00000000000000000002d239815abbb8f821816a,0.6000000000000001
122,0x00000000000000000002d239815abbb8f821816a,0.5
123,0x00000000000000000002d239815abbb8f821816a,0.6000000000000001
124,0x00000000000000000000d239815abbb8f821816a,0.0
125,0x00000000000000000000d239815abbb8f821816a,0.0
126,0x000000000000000000000239815abbb8f821816a,0.0
127,0x000000000000000000000239815abbb8f821816a,0.0
128,0x000000000000000000000039815abbb8f821816a,0.0
129,0x000000000000000000000039815abbb8f821816a,0.0
130,0x000000000000000000000009815abbb8f821816a,1.0
131,0x000000000000000000000009815abbb8f821816a,1.0
132,0x000000000000000000000000815abbb8f821816a,0.5
133,0x000000000000000000000000815abbb8f821816a,0.5
134,0x000000000000000000000000015abbb8f821816a,0.0
135,0x000000000000000000000000015abbb8f821816a,0.0
136,0x000000000000000000000000005abbb8f821816a,0.0
137,0x000000000000000000000000005abbb8f821816a,0.0
138,0x000000000000000000000000000abbb8f821816a,0.9
139,0x000000000000000000000000000abbb8f821816a,0.9
140,0x0000000000000000000000000000bbb8f821816a,0.7000000000000001
141,0x0000000000000000000000000000bbb8f821816a,0.7000000000000001
142,0x00000000000000000000000000000bb8f821816a,0.0
143,0x00000000000000000000000000000bb8f821816a,0.0
144,0x000000000000000000000000000000b8f821816a,0.0
145,0x000000000000000000000000000000b8f821816a,0.0
146,0x00000000000000000000000000000008f821816a,0.9
147,0x00000000000000000000000000000008f821816a,0.9
148,0x00000000000000000000000000000000f821816a,0.1
149,0x00000000000000000000000000000000f821816a,0.1
150,0x000000000000000000000000000000000821816a,0.5
151,0x000000000000000000000000000000000821816a,0.5
152,0x000000000000000000000000000000000021816a,0.30000000000000004
153,0x000000000000000000000000000000000021816a,0.8
154,0x000000000000000000000000000000000021816a,0.30000000000000004
155,0x000000000000000000000000000000000021816a,0.8
156,0x000000000000000000000000000000000001816a,0.0
157,0x000000000000000000000000000000000001816a,0.0
158,0x000000000000000000000000000000000000816a,0.4
159,0x000000000000000000000000000000000000816a,1.0
160,0x000000000000000000000000000000000000816a,0.4
161,0x000000000000000000000000000000000000816a,1.0
162,0x000000000000000000000000000000000000016a,0.7000000000000001
163,0x000000000000000000000000000000000000016a,0.7000000000000001
164,0x000000000000000000000000000000000000006a,0.0
165,0x000000000000000000000000000000000000006a,0.0
166,0x000000000000000000000000000000000000000a,0.5
167,0x000000000000000000000000000000000000000a,0.5
168,0x0000000000000000000000000000000000000000,0.6000000000000001
169,0x0000000000000000000000000000000000000000,0.6000000000000001
